timestamp,name,location,access
2015-09-29T10:30:00-04:00,"The President chairs the Leadersâ Summit on Countering ISIL and Countering Violent Extremism","United Nations Building","Pooled Press"
2015-09-29T12:10:00-04:00,"The President holds a bilateral meeting with President Nursultan Nazarbayev of Kazakhstan","United Nations Building","Pool Spray at the Top"
2015-09-29T13:25:00-04:00,"The President and the First Lady depart New York en route Joint Base Andrews","John F. Kennedy International Airport","Open Press"
2015-09-29T14:20:00-04:00,"The President and the First Lady arrive Joint Base Andrews",,"Travel Pool Coverage"
2015-09-29T14:35:00-04:00,"The President and the First Lady arrive the White House","South Lawn","Open Press"
2015-09-28T10:00:00-04:00,"The President addresses the United Nations General Assembly","United Nations General Assembly Hall","Open to pre-credentialed media"
2015-09-28T11:00:00-04:00,"The President holds a bilateral meeting with Prime Minister Modi of India","United Nations Building","Pool Spray at the Bottom"
2015-09-28T13:00:00-04:00,"The Vice President meets with President Klaus Iohannis of Romania",,"Closed Press"
2015-09-28T13:15:00-04:00,"The President attends a luncheon hosted by United Nations Secretary-General Ban Ki-moon","United Nations Building","Pool Spray at the Top"
2015-09-28T14:45:00-04:00,"The President participates in the Peacekeeping Summit family photo","United Nations Building","Travel Pool Coverage"
2015-09-28T15:00:00-04:00,"The President chairs the United Nations Peacekeeping Summit","United Nations Building","Travel Pool Coverage"
2015-09-28T17:05:00-04:00,"The President holds a bilateral meeting with President Vladimir Putin of Russia","United Nations Building","Travel Pool Spray"
2015-09-28T19:00:00-04:00,"The Vice President holds a reception in honor of the 21st Anniversary of the passage of the Violence Against Women Act","Naval Observatory","Pooled Press"
2015-09-28T19:30:00-04:00,"The President and the First Lady host a reception for visiting Heads of State and Government","Lotte New York Palace, New York City","Closed Press"
2015-09-27T10:15:00-04:00,"The President departs the White House en route Joint Base Andrews","South Lawn","Open Press"
2015-09-27T10:30:00-04:00,"The President departs Joint Base Andrews","Joint Base Andrews","Travel Pool Coverage"
2015-09-27T11:25:00-04:00,"The President arrives New York CIty","John F. Kennedy International Airport","Open to pre-credentialed media"
2015-09-27T15:00:00-04:00,"The President delivers remarks at the Closing Session: Post-2015 Development Agenda","United Nations Building","Open to pre-credentialed media"
2015-09-27T15:35:00-04:00,"The President meets with USUN Mission employees and their families","U.S. Mission to the United Nations, New York","Closed Press"
2015-09-27T18:00:00-04:00,"The President delivers remarks at a DNC LGBT Gala","Gotham Hall, New York","Travel Pool Coverage"
2015-09-25T09:00:00-04:00,"The President, the First Lady, the Vice President and Dr. Biden welcome President Xi and Madame Peng Liyuan to the White House","South Lawn","Open to pre-credentialed media"
2015-09-25T10:00:00-04:00,"The President holds a restricted bilateral meeting with President Xi; the Vice President will also attend","Oval Office","Pool Spray at the Top"
2015-09-25T11:05:00-04:00,"The President holds an expanded bilateral meeting with President Xi; the Vice President will also attend","Rose Garden","Pool Spray at the Top"
2015-09-25T12:00:00-04:00,"The President and President Xi hold a joint press conference","Rose Garden","Open to pre-credentialed media"
2015-09-25T15:20:00-04:00,"The President delivers remarks","Fort Myers","Open to pre-credentialed media"
2015-09-25T19:00:00-04:00,"The President and the First Lady welcome President Xi and Madame Peng Liyuan","North Pontico","Open to pre-credentialed media"
2015-09-25T19:30:00-04:00,"The President and the First Lady take an official photo with President Xi and Madame Peng Liyuan","Grand Staircase","Pooled Press"
2015-09-25T20:40:00-04:00,"The President and the First Lady attend the State Dinner with President Xi and Madame Peng Liyuan; the President and President Xi each deliver a toast; the Vice President and Dr. Jill Biden also attend","East Room","Pooled Press"
2015-09-25T22:00:00-04:00,"The President and the First Lady attend the State Dinner Reception with President Xi and Madame Peng Liyuan","State Dining Room","Pooled Press"
2015-09-24T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-24T14:35:00-04:00,"The President meets with members of the Public Health Service Commissioned Corps","Oval Office","Pool Spray at the Bottom"
2015-09-24T19:15:00-04:00,"The President hosts a private dinner for Xi Jinping, the President of the Peopleâs Republic of China; The Vice President also attends","Blair House","Closed Press"
2015-09-23T09:00:00-04:00,"The President, the First Lady, the Vice President, and Dr. Biden participate in the State Arrival ceremony for His Holiness Pope Francis","South Lawn","Open to pre-credentialed media"
2015-09-23T10:15:00-04:00,"The President holds a bilateral meeting with His Holiness Pope Francis","Gather Time 9:30AM â Rose Garden","Pool Spray at the Top"
2015-09-23T12:30:00-04:00,"The President and the Vice President meet for lunch",,"Closed Press"
2015-09-22T09:00:00-04:00,"The Vice President delivers remarks at the White House Initiative on Historically Black Colleges and Universitiesâ (HBCU) National HBCU Week annual conference","Washington Marriott","Open Press"
2015-09-22T10:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-22T16:00:00-04:00,"The President, the First Lady, the Vice President and Dr. Biden greet His Holiness Pope Francis","Joint Base Andrews","Open to pre-credentialed media"
2015-09-21T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-18T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-18T17:25:00-04:00,"The President delivers brief remarks to an audience of criminal justice activists, state and local elected officials, and community leaders","South Court Auditorium","Pooled Press"
2015-09-17T10:00:00-04:00,"The President  receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-17T11:00:00-04:00,"The President meets with Secretary of State Kerry","Oval Office","Closed Press"
2015-09-17T11:45:00-04:00,"The President meets with the three Paris Train Heroes","Oval Office","Pool Spray at the Bottom"
2015-09-17T14:45:00-04:00,"The President meets with Senate Democratic Leader Reid and House Democratic Leader Pelosi","Oval Office","Closed Press"
2015-09-17T16:45:00-04:00,"The President attends a DSCC Roundtable","St. Regis, Washington DC","Closed Press"
2015-09-16T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-16T11:30:00-04:00,"The President delivers remarks to members of the Business Roundtable and answer questions","Business Roundtable Headquarters, Washington, DC","Travel Pool Coverage"
2015-09-16T14:20:00-04:00,"The President departs the White House en route Bethesda, Maryland","South Lawn","Open Press"
2015-09-16T14:50:00-04:00,"The President visits the Walter Reed National Military Medical Center","Bethesda, Maryland","Closed Press"
2015-09-16T15:35:00-04:00,"The President departs Bethesda, Maryland en route the White House",,"Travel Pool Coverage"
2015-09-16T15:35:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2015-09-15T10:00:00-04:00,"The President and The Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-15T11:00:00-04:00,"The President meets with Secretary of Health and Human Services Burwell","Oval Office","Closed Press"
2015-09-15T11:55:00-04:00,"The President welcomes the 2015 NCAA Womenâs Basketball Champion University of Connecticut Huskies","East Room","Open Press"
2015-09-15T12:30:00-04:00,"The President and The Vice President meet for lunch","Private Dining Room","Closed Press"
2015-09-15T14:05:00-04:00,"The President holds a bilateral meeting with King Felipe VI of Spain","Oval Office","Pool Spray"
2015-09-14T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-14T12:05:00-04:00,"The President departs the White House en route Joint Base Andrews","South Lawn","Open Press"
2015-09-14T12:20:00-04:00,"The President departs Joint Base Andrews en route Des Moines, IA",,"Travel Pool Coverage"
2015-09-14T14:35:00-04:00,"The President arrives Des Moines, IA","Iowa Air National Guard of the Des Moines International Airport","Open to pre-credentialed media"
2015-09-14T16:40:00-04:00,"The President holds a town hall to discuss college access and affordability","North High School, Des Moines, Iowa","Open to pre-credentialed media"
2015-09-14T18:20:00-04:00,"The President departs Des Moines, IA en route Washington, DC","Iowa Air National Guard of the Des Moines International Airport","Open to pre-credentialed media"
2015-09-14T20:25:00-04:00,"The President arrives Joint Base Andrews",,"Travel Pool Coverage"
2015-09-14T20:40:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2015-09-11T08:45:00-04:00,"The President, The First Lady, and White House staff observe a moment of silence to mark the 14th anniversary of the 9/11 attacks","South Lawn","Pooled Press"
2015-09-11T11:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-11T11:00:00-04:00,"The Preisdent receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-11T11:45:00-04:00,"The President meets with Secretary of State Kerr","Oval Office","Closed Press"
2015-09-11T12:00:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-09-11T13:00:00-04:00,"The Vice President delivers remarks at the 9/11 Memorial Motorcycle Ride Kickoff event","Intrepid Sea, Air, and Space Museum","Open Press"
2015-09-11T14:20:00-04:00,"The President departs the White House en route Fort Meade","South Lawn","Open Press"
2015-09-11T15:00:00-04:00,"The President holds a town hall with service members","Defense Media Activity, Fort Meade, Maryland","Travel Pool Coverage"
2015-09-11T17:10:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2015-09-10T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-10T11:00:00-04:00,"The President meets with veterans and Gold Star Mothers to discuss the Iran Nuclear deal","Roosevelt Room","Pool Spray at the Bottom"
2015-09-10T12:00:00-04:00,"The Vice President joins Attorney General Loretta Lynch and Manhattan District Attorney Cyrus Vance, Jr. to give remarks addressing the national sexual assault kit backlog","Charles S. Hirsch Center for Forensic Sciences","Open Press"
2015-09-10T12:30:00-04:00,"Press Briefing by Press Secretary Josh Earnest",,
2015-09-10T13:30:00-04:00,"The Vice President joins Governor Andrew Cuomo at an event highlighting the importance of raising the minimum wage","Javits Center","Open Press"
2015-09-10T14:05:00-04:00,"The President participates in a conference call with Rabbis for Rosh Hashanah","Oval Office","Closed Press"
2015-09-10T15:45:00-04:00,"The President delivers remarks at the 2014 National Medal of Arts and the National Humanities Medal ceremony","East Room","Open Press"
2015-09-09T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2015-09-09T12:20:00-04:00,"The President departs the White House en route Joint Base Andrews","South Lawn","Open Press"
2015-09-09T12:35:00-04:00,"The President and Dr. Biden depart Joint Base Andrews en route Warren, MI",,"Travel Pool Coverage"
2015-09-09T13:00:00-04:00,"The Vice President gives remarks at a singing ceremony with President Boni Yayi of Benim","Indian Treaty Room","Pooled Press"
2015-09-09T13:50:00-04:00,"The President and Dr. Biden arrive Michigan","Selfridge Air National Guard Base, Harrison Township, Michigan","Open to pre-credentialed media"
2015-09-09T14:25:00-04:00,"The President and Dr. Biden tour Michigan Technical Education Center","Macomb Community College, Warren, Michigan","Travel Pool Coverage"
2015-09-09T15:40:00-04:00,"The President and Dr. Biden deliver remarks","Macomb Community College, Warren, Michigan","Open to pre-credentialed media"
